# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  611       2.289560841994e-10       3.468242970658e-12      -2.346005898913e-12       1.772224179382e-14       8.362310791858e-14       5.884318734738e-15      -8.155261925721e-16 
  612       2.285366151253e-10       3.496459173928e-12      -2.503273740564e-12       1.773761118842e-14       8.315297554138e-14       5.925726870793e-15      -8.199532524144e-16 
  613       2.281340566667e-10       3.524261270227e-12      -2.662741892270e-12       1.775294195263e-14       8.268617747945e-14       5.966935593240e-15      -8.242497888815e-16 
  614       2.277488478215e-10       3.551633934407e-12      -2.824344098900e-12       1.776824200525e-14       8.222267297071e-14       6.007930791175e-15      -8.284156157718e-16 
  615       2.273814313202e-10       3.578561690055e-12      -2.988013095153e-12       1.778351936321e-14       8.176242013585e-14       6.048698201153e-15      -8.324505580913e-16 
  616       2.270322536377e-10       3.605028908949e-12      -3.153680601294e-12       1.779878214201e-14       8.130537597274e-14       6.089223406616e-15      -8.363544521185e-16 
  617       2.267017650055e-10       3.631019810509e-12      -3.321277318893e-12       1.781403855608e-14       8.085149635093e-14       6.129491837318e-15      -8.401271454689e-16 
  618       2.263904194239e-10       3.656518461260e-12      -3.490732926560e-12       1.782929691915e-14       8.040073600604e-14       6.169488768762e-15      -8.437684971592e-16 
  619       2.260986746743e-10       3.681508774281e-12      -3.661976075682e-12       1.784456564463e-14       7.995304853428e-14       6.209199321621e-15      -8.472783776724e-16 
  620       2.258269923310e-10       3.705974508662e-12      -3.834934386161e-12       1.785985324601e-14       7.950838638687e-14       6.248608461169e-15      -8.506566690216e-16 
  621       2.255758377736e-10       3.729899268962e-12      -4.009534442150e-12       1.787516833721e-14       7.906670086449e-14       6.287700996710e-15      -8.539032648155e-16 
  622       2.253456021749e-10       3.753268523908e-12      -4.185702526803e-12       1.789051889017e-14       7.862794929775e-14       6.326463357193e-15      -8.570180767845e-16 
  623       2.251363664333e-10       3.776075715520e-12      -4.363366854070e-12       1.790590998764e-14       7.819211678454e-14       6.364888964876e-15      -8.600010544010e-16 
  624       2.249481317345e-10       3.798316292022e-12      -4.542455380755e-12       1.792134601848e-14       7.775919495090e-14       6.402972986413e-15      -8.628521658464e-16 
  625       2.247808970628e-10       3.819985701626e-12      -4.722895068215e-12       1.793683141588e-14       7.732917480782e-14       6.440710568038e-15      -8.655713916572e-16 
  626       2.246346591896e-10       3.841079392615e-12      -4.904611878316e-12       1.795237065749e-14       7.690204674794e-14       6.478096835551e-15      -8.681587247909e-16 
  627       2.245094126609e-10       3.861592813426e-12      -5.087530769407e-12       1.796796826560e-14       7.647780054217e-14       6.515126894289e-15      -8.706141706927e-16 
  628       2.244051497857e-10       3.881521412726e-12      -5.271575692282e-12       1.798362880725e-14       7.605642533645e-14       6.551795829109e-15      -8.729377473623e-16 
  629       2.243218606236e-10       3.900860639499e-12      -5.456669586147e-12       1.799935689443e-14       7.563790964835e-14       6.588098704368e-15      -8.751294854201e-16 
  630       2.242595329734e-10       3.919605943119e-12      -5.642734374583e-12       1.801515718418e-14       7.522224136380e-14       6.624030563896e-15      -8.771894281739e-16 
  631       2.242181523601e-10       3.937752773439e-12      -5.829690961514e-12       1.803103437878e-14       7.480940773375e-14       6.659586430979e-15      -8.791176316854e-16 
  632       2.241977020239e-10       3.955296580865e-12      -6.017459227173e-12       1.804699322588e-14       7.439939537085e-14       6.694761308337e-15      -8.809141648368e-16 
  633       2.241981629075e-10       3.972232816440e-12      -6.205958024065e-12       1.806303851863e-14       7.399219024616e-14       6.729550178103e-15      -8.825791093970e-16 
  634       2.242195136446e-10       3.988556931927e-12      -6.395105172937e-12       1.807917509590e-14       7.358777768576e-14       6.763948001800e-15      -8.841125600888e-16 
  635       2.242617305473e-10       4.004264379882e-12      -6.584817458740e-12       1.809540784235e-14       7.318614236749e-14       6.797949720319e-15      -8.855146246545e-16 
  636       2.243247875947e-10       4.019350613745e-12      -6.775010626593e-12       1.811174168862e-14       7.278726831763e-14       6.831550253902e-15      -8.867854239235e-16 
  637       2.244086564204e-10       4.033811087913e-12      -6.965599377755e-12       1.812818161148e-14       7.239113890754e-14       6.864744502115e-15      -8.879250918778e-16 
  638       2.245133063008e-10       4.047641257823e-12      -7.156497365585e-12       1.814473263398e-14       7.199773685035e-14       6.897527343832e-15      -8.889337757194e-16 
  639       2.246387041429e-10       4.060836580033e-12      -7.347617191510e-12       1.816139982558e-14       7.160704419767e-14       6.929893637208e-15      -8.898116359363e-16 
  640       2.247848144723e-10       4.073392512306e-12      -7.538870400990e-12       1.817818830233e-14       7.121904233625e-14       6.961838219664e-15      -8.905588463690e-16 
  641       2.249515994215e-10       4.085304513683e-12      -7.730167479485e-12       1.819510322700e-14       7.083371198463e-14       6.993355907860e-15      -8.911755942777e-16 
  642       2.251390187174e-10       4.096568044572e-12      -7.921417848419e-12       1.821214980923e-14       7.045103318987e-14       7.024441497676e-15      -8.916620804077e-16 
  643       2.253470296696e-10       4.107178566824e-12      -8.112529861145e-12       1.822933330569e-14       7.007098532421e-14       7.055089764191e-15      -8.920185190572e-16 
  644       2.255755871582e-10       4.117131543814e-12      -8.303410798912e-12       1.824665902024e-14       6.969354708173e-14       7.085295461662e-15      -8.922451381428e-16 
  645       2.258246436222e-10       4.126422440524e-12      -8.493966866833e-12       1.826413230403e-14       6.931869647506e-14       7.115053323499e-15      -8.923421792665e-16 
  646       2.260941490467e-10       4.135046723623e-12      -8.684103189844e-12       1.828175855572e-14       6.894641083202e-14       7.144358062251e-15      -8.923098977824e-16 
  647       2.263840509518e-10       4.142999861544e-12      -8.873723808678e-12       1.829954322159e-14       6.857666679235e-14       7.173204369575e-15      -8.921485628628e-16 
  648       2.266942943800e-10       4.150277324571e-12      -9.062731675824e-12       1.831749179570e-14       6.820944030435e-14       7.201586916224e-15      -8.918584575650e-16 
  649       2.270248218843e-10       4.156874584917e-12      -9.251028651494e-12       1.833560982000e-14       6.784470662158e-14       7.229500352018e-15      -8.914398788978e-16 
  650       2.273755735162e-10       4.162787116803e-12      -9.438515499592e-12       1.835390288458e-14       6.748244029952e-14       7.256939305828e-15      -8.908931378879e-16 
  651       2.277464868139e-10       4.168010396540e-12      -9.625091883677e-12       1.837237662770e-14       6.712261519228e-14       7.283898385551e-15      -8.902185596467e-16 
  652       2.281374967900e-10       4.172539902611e-12      -9.810656362927e-12       1.839103673604e-14       6.676520444924e-14       7.310372178092e-15      -8.894164834365e-16 
  653       2.285485359194e-10       4.176371115751e-12      -9.995106388109e-12       1.840988894478e-14       6.641018051175e-14       7.336355249341e-15      -8.884872627374e-16 
  654       2.289795341278e-10       4.179499519027e-12      -1.017833829754e-11       1.842893903778e-14       6.605751510983e-14       7.361842144148e-15      -8.874312653134e-16 
  655       2.294304187792e-10       4.181920597920e-12      -1.036024731306e-11       1.844819284774e-14       6.570717925881e-14       7.386827386309e-15      -8.862488732793e-16 
  656       2.299011146641e-10       4.183629840403e-12      -1.054072753598e-11       1.846765625634e-14       6.535914325604e-14       7.411305478539e-15      -8.849404831671e-16 
  657       2.303915439873e-10       4.184622737027e-12      -1.071967194308e-11       1.848733519438e-14       6.501337667754e-14       7.435270902453e-15      -8.835065059925e-16 
  658       2.309016263563e-10       4.184894780995e-12      -1.089697238253e-11       1.850723564193e-14       6.466984837472e-14       7.458718118543e-15      -8.819473673216e-16 
  659       2.314312787687e-10       4.184441468251e-12      -1.107251956991e-11       1.852736362851e-14       6.432852647101e-14       7.481641566159e-15      -8.802635073369e-16 
  660       2.319804156007e-10       4.183258297552e-12      -1.124620308412e-11       1.854772523321e-14       6.398937835858e-14       7.504035663484e-15      -8.784553809047e-16 
  661       2.325489102116e-10       4.181342486502e-12      -1.141792122996e-11       1.856832555214e-14       6.365237535506e-14       7.525895776639e-15      -8.765237173975e-16 
  662       2.331364788528e-10       4.178698161016e-12      -1.158761087263e-11       1.858916557551e-14       6.331750679318e-14       7.547221150478e-15      -8.744703063177e-16 
  663       2.337427941752e-10       4.175331280447e-12      -1.175521825316e-11       1.861024524198e-14       6.298476623527e-14       7.568012042378e-15      -8.722972291305e-16 
  664       2.343675233579e-10       4.171247932560e-12      -1.192068918005e-11       1.863156446500e-14       6.265414683928e-14       7.588268759213e-15      -8.700066012128e-16 
  665       2.350103280858e-10       4.166454334073e-12      -1.208396902794e-11       1.865312313270e-14       6.232564135676e-14       7.607991657596e-15      -8.676005719913e-16 
  666       2.356708645271e-10       4.160956831215e-12      -1.224500273632e-11       1.867492110771e-14       6.199924213079e-14       7.627181144128e-15      -8.650813250804e-16 
  667       2.363487833107e-10       4.154761900276e-12      -1.240373480815e-11       1.869695822706e-14       6.167494109398e-14       7.645837675639e-15      -8.624510784195e-16 
  668       2.370437295036e-10       4.147876148158e-12      -1.256010930856e-11       1.871923430205e-14       6.135272976638e-14       7.663961759434e-15      -8.597120844113e-16 
  669       2.377553425886e-10       4.140306312924e-12      -1.271406986353e-11       1.874174911808e-14       6.103259925347e-14       7.681553953536e-15      -8.568666300591e-16 
  670       2.384832564413e-10       4.132059264354e-12      -1.286555965855e-11       1.876450243459e-14       6.071454024409e-14       7.698614866932e-15      -8.539170371051e-16 
  671       2.392270993081e-10       4.123142004492e-12      -1.301452143726e-11       1.878749398483e-14       6.039854300843e-14       7.715145159814e-15      -8.508656621675e-16 
  672       2.399864937834e-10       4.113561668200e-12      -1.316089750019e-11       1.881072347580e-14       6.008459739597e-14       7.731145543830e-15      -8.477148968788e-16 
  673       2.407610567869e-10       4.103325523708e-12      -1.330462970337e-11       1.883419058811e-14       5.977269283343e-14       7.746616782321e-15      -8.444671680234e-16 
  674       2.415503995414e-10       4.092440973166e-12      -1.344565945703e-11       1.885789497580e-14       5.946281832273e-14       7.761559690570e-15      -8.411249376752e-16 
  675       2.423541275501e-10       4.080915553195e-12      -1.358392772426e-11       1.888183626626e-14       5.915496243896e-14       7.775975136045e-15      -8.376907033358e-16 
  676       2.431718405738e-10       4.068756935439e-12      -1.371937501970e-11       1.890601406007e-14       5.884911332834e-14       7.789864038644e-15      -8.341669980717e-16 
  677       2.440031326091e-10       4.055972927114e-12      -1.385194140819e-11       1.893042793087e-14       5.854525870614e-14       7.803227370939e-15      -8.305563906524e-16 
  678       2.448475918648e-10       4.042571471564e-12      -1.398156650344e-11       1.895507742522e-14       5.824338585468e-14       7.816066158419e-15      -8.268614856883e-16 
  679       2.457048007405e-10       4.028560648808e-12      -1.410818946674e-11       1.897996206250e-14       5.794348162129e-14       7.828381479736e-15      -8.230849237680e-16 
  680       2.465743358030e-10       4.013948676092e-12      -1.423174900558e-11       1.900508133474e-14       5.764553241620e-14       7.840174466952e-15      -8.192293815966e-16 
  681       2.474557677647e-10       3.998743908442e-12      -1.435218337234e-11       1.903043470650e-14       5.734952421060e-14       7.851446305776e-15      -8.152975721332e-16 
  682       2.483486614604e-10       3.982954839214e-12      -1.446943036298e-11       1.905602161473e-14       5.705544253451e-14       7.862198235815e-15      -8.112922447284e-16 
  683       2.492525758249e-10       3.966590100647e-12      -1.458342731569e-11       1.908184146866e-14       5.676327247477e-14       7.872431550818e-15      -8.072161852626e-16 
  684       2.501670638707e-10       3.949658464411e-12      -1.469411110957e-11       1.910789364964e-14       5.647299867301e-14       7.882147598917e-15      -8.030722162836e-16 
  685       2.510916726652e-10       3.932168842163e-12      -1.480141816330e-11       1.913417751102e-14       5.618460532360e-14       7.891347782872e-15      -7.988631971439e-16 
  686       2.520259433085e-10       3.914130286094e-12      -1.490528443381e-11       1.916069237802e-14       5.589807617159e-14       7.900033560319e-15      -7.945920241393e-16 
  687       2.529694109103e-10       3.895551989483e-12      -1.500564541495e-11       1.918743754759e-14       5.561339451068e-14       7.908206444009e-15      -7.902616306459e-16 
  688       2.539216045679e-10       3.876443287247e-12      -1.510243613617e-11       1.921441228827e-14       5.533054318118e-14       7.915868002059e-15      -7.858749872582e-16 
  689       2.548820473435e-10       3.856813656493e-12      -1.519559116118e-11       1.924161584009e-14       5.504950456797e-14       7.923019858189e-15      -7.814351019270e-16 
  690       2.558502562413e-10       3.836672717069e-12      -1.528504458663e-11       1.926904741439e-14       5.477026059844e-14       7.929663691973e-15      -7.769450200970e-16 
  691       2.568257421856e-10       3.816030232116e-12      -1.537073004077e-11       1.929670619371e-14       5.449279274046e-14       7.935801239079e-15      -7.724078248443e-16 
  692       2.578080099979e-10       3.794896108618e-12      -1.545258068215e-11       1.932459133167e-14       5.421708200035e-14       7.941434291515e-15      -7.678266370148e-16 
  693       2.587965583742e-10       3.773280397955e-12      -1.553052919824e-11       1.935270195283e-14       5.394310892082e-14       7.946564697872e-15      -7.632046153615e-16 
  694       2.597908798628e-10       3.751193296452e-12      -1.560450780415e-11       1.938103715252e-14       5.367085357891e-14       7.951194363574e-15      -7.585449566822e-16 
  695       2.607904608415e-10       3.728645145935e-12      -1.567444824129e-11       1.940959599678e-14       5.340029558399e-14       7.955325251112e-15      -7.538508959576e-16 
  696       2.617947814954e-10       3.705646434275e-12      -1.574028177603e-11       1.943837752215e-14       5.313141407569e-14       7.958959380300e-15      -7.491257064890e-16 
  697       2.628033157940e-10       3.682207795946e-12      -1.580193919836e-11       1.946738073559e-14       5.286418772185e-14       7.962098828511e-15      -7.443727000358e-16 
  698       2.638155314687e-10       3.658340012574e-12      -1.585935082061e-11       1.949660461432e-14       5.259859471651e-14       7.964745730925e-15      -7.395952269534e-16 
  699       2.648308899906e-10       3.634054013488e-12      -1.591244647606e-11       1.952604810570e-14       5.233461277784e-14       7.966902280772e-15      -7.347966763313e-16 
  700       2.658488699550e-10       3.609361088071e-12      -1.596116779624e-11       1.955570953030e-14       5.207222223552e-14       7.968570082687e-15      -7.299797371310e-16 
  701       2.668690378171e-10       3.584273526559e-12      -1.600550532605e-11       1.958558477764e-14       5.181141536755e-14       7.969748197497e-15      -7.251441644347e-16 
  702       2.678909785852e-10       3.558803993682e-12      -1.604546217913e-11       1.961566907263e-14       5.155218725392e-14       7.970435057189e-15      -7.202889669396e-16 
  703       2.689142725302e-10       3.532965318675e-12      -1.608104183093e-11       1.964595756863e-14       5.129453270346e-14       7.970629108199e-15      -7.154131417008e-16 
  704       2.699384951685e-10       3.506770495881e-12      -1.611224812041e-11       1.967644534720e-14       5.103844625260e-14       7.970328811498e-15      -7.105156740878e-16 
  705       2.709632172452e-10       3.480232685353e-12      -1.613908525171e-11       1.970712741783e-14       5.078392216406e-14       7.969532642677e-15      -7.055955377418e-16 
  706       2.719880047176e-10       3.453365213459e-12      -1.616155779583e-11       1.973799871764e-14       5.053095442557e-14       7.968239092035e-15      -7.006516945330e-16 
  707       2.730124187378e-10       3.426181573481e-12      -1.617967069229e-11       1.976905411110e-14       5.027953674858e-14       7.966446664664e-15      -6.956830945172e-16 
  708       2.740360156365e-10       3.398695426226e-12      -1.619342925081e-11       1.980028838977e-14       5.002966256698e-14       7.964153880537e-15      -6.906886758932e-16 
  709       2.750583469059e-10       3.370920600620e-12      -1.620283915297e-11       1.983169627203e-14       4.978132503578e-14       7.961359274590e-15      -6.856673649595e-16 
  710       2.760789591829e-10       3.342871094319e-12      -1.620790645391e-11       1.986327240275e-14       4.953451702989e-14       7.958061396813e-15      -6.806180760716e-16 
  711       2.770973942321e-10       3.314561074304e-12      -1.620863758401e-11       1.989501135306e-14       4.928923114277e-14       7.954258812334e-15      -6.755397115992e-16 
  712       2.781131889295e-10       3.286004877494e-12      -1.620503935052e-11       1.992690762005e-14       4.904545968515e-14       7.949950101505e-15      -6.704311618828e-16 
  713       2.791258752451e-10       3.257217011339e-12      -1.619711893927e-11       1.995895562652e-14       4.880319468378e-14       7.945133859989e-15      -6.652913051911e-16 
  714       2.801349802265e-10       3.228212154433e-12      -1.618488391633e-11       1.999114972063e-14       4.856242788013e-14       7.939808698845e-15      -6.601190076777e-16 
  715       2.811400259818e-10       3.199005157106e-12      -1.616834222970e-11       2.002348417572e-14       4.832315072906e-14       7.933973244617e-15      -6.549131233387e-16 
  716       2.821405296631e-10       3.169611042040e-12      -1.614750221096e-11       2.005595318994e-14       4.808535439759e-14       7.927626139415e-15      -6.496724939691e-16 
  717       2.831360034493e-10       3.140045004859e-12      -1.612237257697e-11       2.008855088603e-14       4.784902976359e-14       7.920766041006e-15      -6.443959491204e-16 
  718       2.841259545296e-10       3.110322414742e-12      -1.609296243152e-11       2.012127131101e-14       4.761416741447e-14       7.913391622901e-15      -6.390823060572e-16 
  719       2.851098850865e-10       3.080458815023e-12      -1.605928126702e-11       2.015410843592e-14       4.738075764594e-14       7.905501574435e-15      -6.337303697146e-16 
  720       2.860872922793e-10       3.050469923792e-12      -1.602133896617e-11       2.018705615553e-14       4.714879046069e-14       7.897094600858e-15      -6.283389326551e-16 
  721       2.870576682268e-10       3.020371634501e-12      -1.597914580362e-11       2.022010828807e-14       4.691825556709e-14       7.888169423423e-15      -6.229067750254e-16 
  722       2.880204999907e-10       2.990180016564e-12      -1.593271244769e-11       2.025325857494e-14       4.668914237796e-14       7.878724779465e-15      -6.174326645140e-16 
  723       2.889752695590e-10       2.959911315966e-12      -1.588204996198e-11       2.028650068043e-14       4.646144000921e-14       7.868759422494e-15      -6.119153563077e-16 
  724       2.899214538289e-10       2.929581955859e-12      -1.582716980708e-11       2.031982819145e-14       4.623513727862e-14       7.858272122281e-15      -6.063535930489e-16 
  725       2.908585245900e-10       2.899208537168e-12      -1.576808384226e-11       2.035323461727e-14       4.601022270449e-14       7.847261664937e-15      -6.007461047928e-16 
  726       2.917859485079e-10       2.868807839198e-12      -1.570480432710e-11       2.038671338920e-14       4.578668450440e-14       7.835726853008e-15      -5.950916089640e-16 
  727       2.927031871066e-10       2.838396820230e-12      -1.563734392321e-11       2.042025786031e-14       4.556451059392e-14       7.823666505556e-15      -5.893888103140e-16 
  728       2.936096967526e-10       2.807992618130e-12      -1.556571569585e-11       2.045386130522e-14       4.534368858528e-14       7.811079458247e-15      -5.836364008780e-16 
  729       2.945049286372e-10       2.777612550949e-12      -1.548993311568e-11       2.048751691973e-14       4.512420578615e-14       7.797964563437e-15      -5.778330599319e-16 
  730       2.953883287604e-10       2.747274117528e-12      -1.541001006036e-11       2.052121782061e-14       4.490604919827e-14       7.784320690258e-15      -5.719774539495e-16 
  731       2.962593379136e-10       2.716994998098e-12      -1.532596081625e-11       2.055495704529e-14       4.468920551625e-14       7.770146724703e-15      -5.660682365596e-16 
  732       2.971173916633e-10       2.686793054889e-12      -1.523780008012e-11       2.058872755156e-14       4.447366112622e-14       7.755441569715e-15      -5.601040485028e-16 
  733       2.979619203337e-10       2.656686332724e-12      -1.514554296075e-11       2.062252221736e-14       4.425940210456e-14       7.740204145271e-15      -5.540835175887e-16 
  734       2.987923489901e-10       2.626693059634e-12      -1.504920498069e-11       2.065633384042e-14       4.404641421663e-14       7.724433388469e-15      -5.480052586530e-16 
  735       2.996080974224e-10       2.596831647449e-12      -1.494880207787e-11       2.069015513804e-14       4.383468291546e-14       7.708128253614e-15      -5.418678735143e-16 
  736       3.004085801279e-10       2.567120692411e-12      -1.484435060728e-11       2.072397874678e-14       4.362419334048e-14       7.691287712303e-15      -5.356699509315e-16 
  737       3.011932062944e-10       2.537578975770e-12      -1.473586734269e-11       2.075779722220e-14       4.341493031621e-14       7.673910753516e-15      -5.294100665605e-16 
  738       3.019613797840e-10       2.508225464393e-12      -1.462336947827e-11       2.079160303857e-14       4.320687835101e-14       7.655996383693e-15      -5.230867829116e-16 
  739       3.027125636944e-10       2.479077827079e-12      -1.450688112248e-11       2.082538885139e-14       4.300002372179e-14       7.637546120929e-15      -5.166992274718e-16 
  740       3.034464754767e-10       2.450147950187e-12      -1.438645291684e-11       2.085914829127e-14       4.279436077603e-14       7.618571531347e-15      -5.102488396772e-16 
  741       3.041628956359e-10       2.421446334698e-12      -1.426214280767e-11       2.089287518516e-14       4.258988575161e-14       7.599086841634e-15      -5.037376583357e-16 
  742       3.048616034977e-10       2.392983572752e-12      -1.413400959210e-11       2.092656329478e-14       4.238659470122e-14       7.579106459055e-15      -4.971677466690e-16 
  743       3.055423772065e-10       2.364770347934e-12      -1.400211292115e-11       2.096020631637e-14       4.218448349150e-14       7.558644972082e-15      -4.905411923956e-16 
  744       3.062049937222e-10       2.336817435541e-12      -1.386651330285e-11       2.099379788045e-14       4.198354780227e-14       7.537717151031e-15      -4.838601078157e-16 
  745       3.068492288180e-10       2.309135702870e-12      -1.372727210531e-11       2.102733155165e-14       4.178378312564e-14       7.516337948689e-15      -4.771266298943e-16 
  746       3.074748570774e-10       2.281736109487e-12      -1.358445155982e-11       2.106080082845e-14       4.158518476522e-14       7.494522500957e-15      -4.703429203455e-16 
  747       3.080816518918e-10       2.254629707509e-12      -1.343811476400e-11       2.109419914299e-14       4.138774783526e-14       7.472286127474e-15      -4.635111657165e-16 
  748       3.086693854578e-10       2.227827641881e-12      -1.328832568484e-11       2.112751986080e-14       4.119146725985e-14       7.449644332258e-15      -4.566335774712e-16 
  749       3.092378287745e-10       2.201341150649e-12      -1.313514916181e-11       2.116075628062e-14       4.099633777207e-14       7.426612804334e-15      -4.497123920745e-16 
  750       3.097867516408e-10       2.175181565246e-12      -1.297865090998e-11       2.119390163417e-14       4.080235391319e-14       7.403207418371e-15      -4.427498710758e-16 
  751       3.103159226531e-10       2.149360310762e-12      -1.281889752310e-11       2.122694908593e-14       4.060951003177e-14       7.379444235315e-15      -4.357483011933e-16 
  752       3.108251092021e-10       2.123888906223e-12      -1.265595647673e-11       2.125989173291e-14       4.041780028294e-14       7.355339503021e-15      -4.287099943975e-16 
  753       3.113140774706e-10       2.098778964871e-12      -1.248989613127e-11       2.129272260442e-14       4.022721862746e-14       7.330909656887e-15      -4.216372879955e-16 
  754       3.117825924307e-10       2.074042194438e-12      -1.232078573515e-11       2.132543466189e-14       4.003775883096e-14       7.306171320488e-15      -4.145325447148e-16 
  755       3.122304178411e-10       2.049690397428e-12      -1.214869542784e-11       2.135802079858e-14       3.984941446310e-14       7.281141306209e-15      -4.073981527872e-16 
  756       3.126573162447e-10       2.025735471389e-12      -1.197369624302e-11       2.139047383944e-14       3.966217889671e-14       7.255836615880e-15      -4.002365260324e-16 
  757       3.130630489656e-10       2.002189409193e-12      -1.179586011165e-11       2.142278654083e-14       3.947604530700e-14       7.230274441407e-15      -3.930501039427e-16 
  758       3.134473761066e-10       1.979064299316e-12      -1.161525986504e-11       2.145495159030e-14       3.929100667070e-14       7.204472165408e-15      -3.858413517659e-16 
  759       3.138100565469e-10       1.956372326110e-12      -1.143196923800e-11       2.148696160642e-14       3.910705576526e-14       7.178447361844e-15      -3.786127605901e-16 
  760       3.141508479387e-10       1.934125770086e-12      -1.124606287191e-11       2.151880913850e-14       3.892418516797e-14       7.152217796654e-15      -3.713668474272e-16 
  761       3.144695067055e-10       1.912337008186e-12      -1.105761631783e-11       2.155048666639e-14       3.874238725520e-14       7.125801428390e-15      -3.641061552967e-16 
  762       3.147657880385e-10       1.891018514065e-12      -1.086670603958e-11       2.158198660027e-14       3.856165420151e-14       7.099216408845e-15      -3.568332533098e-16 
  763       3.150394458946e-10       1.870182858366e-12      -1.067340941686e-11       2.161330128043e-14       3.838197797887e-14       7.072481083694e-15      -3.495507367536e-16 
  764       3.152902329938e-10       1.849842708998e-12      -1.047780474834e-11       2.164442297703e-14       3.820335035578e-14       7.045613993123e-15      -3.422612271743e-16 
  765       3.155179008159e-10       1.830010831414e-12      -1.027997125476e-11       2.167534388986e-14       3.802576289648e-14       7.018633872461e-15      -3.349673724618e-16 
  766       3.157221995986e-10       1.810700088887e-12      -1.007998908202e-11       2.170605614820e-14       3.784920696009e-14       6.991559652817e-15      -3.276718469331e-16 
  767       3.159028783345e-10       1.791923442789e-12      -9.877939304292e-12       2.173655181050e-14       3.767367369984e-14       6.964410461714e-15      -3.203773514168e-16 
  768       3.160596847684e-10       1.773693952868e-12      -9.673903927116e-12       2.176682286422e-14       3.749915406214e-14       6.937205623719e-15      -3.130866133364e-16 
  769       3.161923653947e-10       1.756024777525e-12      -9.467965890492e-12       2.179686122560e-14       3.732563878585e-14       6.909964661076e-15      -3.058023867945e-16 
  770       3.163006654550e-10       1.738929174089e-12      -9.260209071984e-12       2.182665873942e-14       3.715311840139e-14       6.882707294347e-15      -2.985274526568e-16 
  771       3.163843289352e-10       1.722420499102e-12      -9.050718289816e-12       2.185620717879e-14       3.698158322995e-14       6.855453443035e-15      -2.912646186359e-16 
  772       3.164430985628e-10       1.706512208588e-12      -8.839579305973e-12       2.188549824493e-14       3.681102338260e-14       6.828223226226e-15      -2.840167193750e-16 
  773       3.164767158045e-10       1.691217858334e-12      -8.626878829299e-12       2.191452356695e-14       3.664142875955e-14       6.801036963217e-15      -2.767866165324e-16 
  774       3.164849208634e-10       1.676551104168e-12      -8.412704518596e-12       2.194327470163e-14       3.647278904924e-14       6.773915174154e-15      -2.695771988649e-16 
  775       3.164674526765e-10       1.662525702237e-12      -8.197144985721e-12       2.197174313317e-14       3.630509372754e-14       6.746878580661e-15      -2.623913823117e-16 
  776       3.164240489117e-10       1.649155509281e-12      -7.980289798685e-12       2.199992027303e-14       3.613833205694e-14       6.719948106477e-15      -2.552321100788e-16 
  777       3.163544459656e-10       1.636454482913e-12      -7.762229484756e-12       2.202779745964e-14       3.597249308569e-14       6.693144878086e-15      -2.481023527223e-16 
  778       3.162584408289e-10       1.624434483439e-12      -7.543052308012e-12       2.205536689951e-14       3.580756708073e-14       6.666484133727e-15      -2.410046021936e-16 
  779       3.161360779604e-10       1.613098633548e-12      -7.322834529490e-12       2.208262451018e-14       3.564354985753e-14       6.639956823849e-15      -2.339393433982e-16 
  780       3.159874659126e-10       1.602447834645e-12      -7.101649970530e-12       2.210956713011e-14       3.548043852980e-14       6.613547666866e-15      -2.269065541406e-16 
  781       3.158127157899e-10       1.592482953873e-12      -6.879573224220e-12       2.213619158222e-14       3.531823008257e-14       6.587241208950e-15      -2.199062085496e-16 
  782       3.156119412583e-10       1.583204823950e-12      -6.656679657858e-12       2.216249467385e-14       3.515692137163e-14       6.561021823459e-15      -2.129382770631e-16 
  783       3.153852585555e-10       1.574614243013e-12      -6.433045415412e-12       2.218847319673e-14       3.499650912296e-14       6.534873710367e-15      -2.060027264109e-16 
  784       3.151327865000e-10       1.566711974463e-12      -6.208747419978e-12       2.221412392691e-14       3.483698993226e-14       6.508780895687e-15      -1.990995195990e-16 
  785       3.148546465006e-10       1.559498746804e-12      -5.983863376244e-12       2.223944362478e-14       3.467836026432e-14       6.482727230902e-15      -1.922286158932e-16 
  786       3.145509625668e-10       1.552975253486e-12      -5.758471772945e-12       2.226442903499e-14       3.452061645252e-14       6.456696392390e-15      -1.853899708027e-16 
  787       3.142218613175e-10       1.547142152748e-12      -5.532651885329e-12       2.228907688644e-14       3.436375469829e-14       6.430671880854e-15      -1.785835360636e-16 
  788       3.138674719909e-10       1.542000067457e-12      -5.306483777611e-12       2.231338389222e-14       3.420777107053e-14       6.404637020747e-15      -1.718092596233e-16 
  789       3.134879264546e-10       1.537549584956e-12      -5.080048305438e-12       2.233734674963e-14       3.405266150510e-14       6.378574959700e-15      -1.650670856236e-16 
  790       3.130833592144e-10       1.533791256899e-12      -4.853427118345e-12       2.236096214006e-14       3.389842180425e-14       6.352468667948e-15      -1.583569543846e-16 
