# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1785       3.729225653680e-11       1.266282359549e-12      -1.014058123446e-12       1.454292625161e-14       1.465181791123e-15       1.247937919357e-16      -2.018835054912e-17 
 1786       3.717469645012e-11       1.270078302560e-12      -1.019940557079e-12       1.452621889249e-14       1.461755939653e-15       1.258830224701e-16      -2.036081904671e-17 
 1787       3.705811388500e-11       1.273835588014e-12      -1.026170364367e-12       1.450951652656e-14       1.458339508022e-15       1.269657698041e-16      -2.053348643752e-17 
 1788       3.694253784792e-11       1.277551166901e-12      -1.032743575835e-12       1.449282058461e-14       1.454932458933e-15       1.280418697872e-16      -2.070644670443e-17 
 1789       3.682799746170e-11       1.281221977055e-12      -1.039656200423e-12       1.447613250329e-14       1.451534754737e-15       1.291111576246e-16      -2.087979425126e-17 
 1790       3.671452196567e-11       1.284844943133e-12      -1.046904225452e-12       1.445945372520e-14       1.448146357438e-15       1.301734678759e-16      -2.105362390332e-17 
 1791       3.660214071583e-11       1.288416976599e-12      -1.054483616588e-12       1.444278569880e-14       1.444767228692e-15       1.312286344546e-16      -2.122803090805e-17 
 1792       3.649087918120e-11       1.291935274837e-12      -1.062389774490e-12       1.442612978245e-14       1.441397332564e-15       1.322765039889e-16      -2.140307868456e-17 
 1793       3.638074689689e-11       1.295398221202e-12      -1.070615899929e-12       1.440948695534e-14       1.438036643837e-15       1.333169760261e-16      -2.157870178327e-17 
 1794       3.627174941300e-11       1.298804492283e-12      -1.079154615252e-12       1.439285810417e-14       1.434685139771e-15       1.343499631549e-16      -2.175480213502e-17 
 1795       3.616389228944e-11       1.302152759433e-12      -1.087998506445e-12       1.437624411902e-14       1.431342797348e-15       1.353753776729e-16      -2.193128122959e-17 
 1796       3.605718109596e-11       1.305441688756e-12      -1.097140123081e-12       1.435964589334e-14       1.428009593273e-15       1.363931315864e-16      -2.210804011502e-17 
 1797       3.595162141217e-11       1.308669941106e-12      -1.106571978268e-12       1.434306432393e-14       1.424685503973e-15       1.374031366098e-16      -2.228497939706e-17 
 1798       3.584721882752e-11       1.311836172076e-12      -1.116286548595e-12       1.432650031097e-14       1.421370505595e-15       1.384053041653e-16      -2.246199923850e-17 
 1799       3.574397894132e-11       1.314939031995e-12      -1.126276274084e-12       1.430995475804e-14       1.418064574007e-15       1.393995453827e-16      -2.263899935858e-17 
 1800       3.564190736275e-11       1.317977165917e-12      -1.136533558132e-12       1.429342857209e-14       1.414767684797e-15       1.403857710989e-16      -2.281587903239e-17 
 1801       3.554100971085e-11       1.320949213616e-12      -1.147050767464e-12       1.427692266344e-14       1.411479813275e-15       1.413638918577e-16      -2.299253709021e-17 
 1802       3.544129161453e-11       1.323853809578e-12      -1.157820232077e-12       1.426043794584e-14       1.408200934466e-15       1.423338179092e-16      -2.316887191694e-17 
 1803       3.534275871260e-11       1.326689582997e-12      -1.168834245191e-12       1.424397533640e-14       1.404931023118e-15       1.432954592096e-16      -2.334478145146e-17 
 1804       3.524541665376e-11       1.329455157764e-12      -1.180085063194e-12       1.422753575566e-14       1.401670053695e-15       1.442487254207e-16      -2.352016318601e-17 
 1805       3.514927109658e-11       1.332149152462e-12      -1.191564905592e-12       1.421112012754e-14       1.398418000378e-15       1.451935259100e-16      -2.369491416560e-17 
 1806       3.505432770955e-11       1.334770180360e-12      -1.203265954955e-12       1.419472937940e-14       1.395174837066e-15       1.461297697497e-16      -2.386893098736e-17 
 1807       3.496059217107e-11       1.337316849402e-12      -1.215180356865e-12       1.417836444197e-14       1.391940537378e-15       1.470573657167e-16      -2.404210979997e-17 
 1808       3.486807016943e-11       1.339787762207e-12      -1.227300219865e-12       1.416202624945e-14       1.388715074643e-15       1.479762222923e-16      -2.421434630298e-17 
 1809       3.477676740287e-11       1.342181516054e-12      -1.239617615405e-12       1.414571573942e-14       1.385498421912e-15       1.488862476617e-16      -2.438553574628e-17 
 1810       3.468668957954e-11       1.344496702882e-12      -1.252124577794e-12       1.412943385291e-14       1.382290551946e-15       1.497873497136e-16      -2.455557292938e-17 
 1811       3.459784241752e-11       1.346731909277e-12      -1.264813104141e-12       1.411318153436e-14       1.379091437226e-15       1.506794360400e-16      -2.472435220091e-17 
 1812       3.451023164482e-11       1.348885716471e-12      -1.277675154307e-12       1.409695973168e-14       1.375901049943e-15       1.515624139359e-16      -2.489176745790e-17 
 1813       3.442386299942e-11       1.350956700329e-12      -1.290702650854e-12       1.408076939618e-14       1.372719362004e-15       1.524361903985e-16      -2.505771214522e-17 
 1814       3.433874222922e-11       1.352943431347e-12      -1.303887478990e-12       1.406461148264e-14       1.369546345029e-15       1.533006721274e-16      -2.522207925498e-17 
 1815       3.425487509210e-11       1.354844474644e-12      -1.317221486516e-12       1.404848694928e-14       1.366381970351e-15       1.541557655239e-16      -2.538476132586e-17 
 1816       3.417226735589e-11       1.356658389950e-12      -1.330696483778e-12       1.403239675777e-14       1.363226209015e-15       1.550013766909e-16      -2.554565044254e-17 
 1817       3.409092479840e-11       1.358383731607e-12      -1.344304243612e-12       1.401634187323e-14       1.360079031778e-15       1.558374114321e-16      -2.570463823506e-17 
 1818       3.401085320739e-11       1.360019048556e-12      -1.358036501290e-12       1.400032326426e-14       1.356940409110e-15       1.566637752522e-16      -2.586161587821e-17 
 1819       3.393205838063e-11       1.361562884333e-12      -1.371884954471e-12       1.398434190292e-14       1.353810311188e-15       1.574803733562e-16      -2.601647409092e-17 
 1820       3.385454612586e-11       1.363013777061e-12      -1.385841263149e-12       1.396839876471e-14       1.350688707905e-15       1.582871106491e-16      -2.616910313566e-17 
 1821       3.377832226082e-11       1.364370259442e-12      -1.399897049598e-12       1.395249482866e-14       1.347575568858e-15       1.590838917356e-16      -2.631939281777e-17 
 1822       3.370339261325e-11       1.365630858754e-12      -1.414043898320e-12       1.393663107722e-14       1.344470863359e-15       1.598706209195e-16      -2.646723248492e-17 
 1823       3.362976302090e-11       1.366794096837e-12      -1.428273355997e-12       1.392080849635e-14       1.341374560424e-15       1.606472022039e-16      -2.661251102642e-17 
 1824       3.355743933151e-11       1.367858490094e-12      -1.442576931432e-12       1.390502807550e-14       1.338286628782e-15       1.614135392903e-16      -2.675511687266e-17 
 1825       3.348642740287e-11       1.368822549479e-12      -1.456946095504e-12       1.388929080761e-14       1.335207036867e-15       1.621695355785e-16      -2.689493799447e-17 
 1826       3.341673310277e-11       1.369684780489e-12      -1.471372281109e-12       1.387359768911e-14       1.332135752821e-15       1.629150941661e-16      -2.703186190251e-17 
 1827       3.334836230904e-11       1.370443683163e-12      -1.485846883114e-12       1.385794971991e-14       1.329072744493e-15       1.636501178482e-16      -2.716577564665e-17 
 1828       3.328132090956e-11       1.371097752068e-12      -1.500361258300e-12       1.384234790347e-14       1.326017979441e-15       1.643745091174e-16      -2.729656581536e-17 
 1829       3.321561480221e-11       1.371645476298e-12      -1.514906725313e-12       1.382679324671e-14       1.322971424926e-15       1.650881701626e-16      -2.742411853509e-17 
 1830       3.315124989498e-11       1.372085339462e-12      -1.529474564608e-12       1.381128676009e-14       1.319933047916e-15       1.657910028697e-16      -2.754831946965e-17 
 1831       3.308822884646e-11       1.372416151849e-12      -1.544056432953e-12       1.379582930506e-14       1.316902817424e-15       1.664829296802e-16      -2.766904655876e-17 
 1832       3.302654125928e-11       1.372638049825e-12      -1.558645610648e-12       1.378042113510e-14       1.313880711560e-15       1.671639563539e-16      -2.778614817133e-17 
 1833       3.296617340834e-11       1.372751504407e-12      -1.573235764168e-12       1.376506235106e-14       1.310866710532e-15       1.678341097074e-16      -2.789946477634e-17 
 1834       3.290711149302e-11       1.372756989828e-12      -1.587820532481e-12       1.374975305328e-14       1.307860794315e-15       1.684934168003e-16      -2.800883618699e-17 
 1835       3.284934163703e-11       1.372654983537e-12      -1.602393527005e-12       1.373449334164e-14       1.304862942648e-15       1.691419049356e-16      -2.811410155975e-17 
 1836       3.279284988834e-11       1.372445966209e-12      -1.616948331575e-12       1.371928331553e-14       1.301873135036e-15       1.697796016598e-16      -2.821509939358e-17 
 1837       3.273762221907e-11       1.372130421747e-12      -1.631478502407e-12       1.370412307386e-14       1.298891350747e-15       1.704065347638e-16      -2.831166752898e-17 
 1838       3.268364452534e-11       1.371708837288e-12      -1.645977568055e-12       1.368901271508e-14       1.295917568812e-15       1.710227322826e-16      -2.840364314717e-17 
 1839       3.263090262718e-11       1.371181703204e-12      -1.660439029378e-12       1.367395233712e-14       1.292951768024e-15       1.716282224964e-16      -2.849086276918e-17 
 1840       3.257938226844e-11       1.370549513115e-12      -1.674856359502e-12       1.365894203746e-14       1.289993926942e-15       1.722230339306e-16      -2.857316225497e-17 
 1841       3.252906911665e-11       1.369812763887e-12      -1.689223003781e-12       1.364398191308e-14       1.287044023885e-15       1.728071953561e-16      -2.865037680259e-17 
 1842       3.247994876293e-11       1.368971955638e-12      -1.703532379762e-12       1.362907206046e-14       1.284102036934e-15       1.733807357901e-16      -2.872234094728e-17 
 1843       3.243200672186e-11       1.368027591747e-12      -1.717777877145e-12       1.361421257562e-14       1.281167943933e-15       1.739436844961e-16      -2.878888856059e-17 
 1844       3.238522843139e-11       1.366980178852e-12      -1.731952857748e-12       1.359940355408e-14       1.278241722484e-15       1.744960709843e-16      -2.884985284952e-17 
 1845       3.233959925272e-11       1.365830226863e-12      -1.746050655466e-12       1.358464509086e-14       1.275323349954e-15       1.750379250125e-16      -2.890506635563e-17 
 1846       3.229510447018e-11       1.364578248959e-12      -1.760064576240e-12       1.356993728050e-14       1.272412803466e-15       1.755692765857e-16      -2.895436095420e-17 
 1847       3.225172929115e-11       1.363224761599e-12      -1.773987898011e-12       1.355528021704e-14       1.269510059906e-15       1.760901559572e-16      -2.899756785328e-17 
 1848       3.220945884591e-11       1.361770284523e-12      -1.787813870692e-12       1.354067399405e-14       1.266615095918e-15       1.766005936285e-16      -2.903451759292e-17 
 1849       3.216827818754e-11       1.360215340760e-12      -1.801535716123e-12       1.352611870456e-14       1.263727887906e-15       1.771006203499e-16      -2.906504004419e-17 
 1850       3.212817229186e-11       1.358560456631e-12      -1.815146628036e-12       1.351161444115e-14       1.260848412031e-15       1.775902671211e-16      -2.908896440837e-17 
 1851       3.208912605722e-11       1.356806161752e-12      -1.828639772020e-12       1.349716129589e-14       1.257976644215e-15       1.780695651910e-16      -2.910611921607e-17 
 1852       3.205112430450e-11       1.354952989044e-12      -1.842008285482e-12       1.348275936032e-14       1.255112560135e-15       1.785385460587e-16      -2.911633232631e-17 
 1853       3.201415177692e-11       1.353001474734e-12      -1.855245277606e-12       1.346840872554e-14       1.252256135228e-15       1.789972414737e-16      -2.911943092571e-17 
 1854       3.197819313996e-11       1.350952158360e-12      -1.868343829323e-12       1.345410948209e-14       1.249407344686e-15       1.794456834360e-16      -2.911524152757e-17 
 1855       3.194323298124e-11       1.348805582778e-12      -1.881296993267e-12       1.343986172004e-14       1.246566163458e-15       1.798839041968e-16      -2.910358997098e-17 
 1856       3.190925581043e-11       1.346562294165e-12      -1.894097793741e-12       1.342566552897e-14       1.243732566251e-15       1.803119362589e-16      -2.908430142001e-17 
 1857       3.187624605912e-11       1.344222842026e-12      -1.906739226678e-12       1.341152099791e-14       1.240906527526e-15       1.807298123770e-16      -2.905720036278e-17 
 1858       3.184418808070e-11       1.341787779196e-12      -1.919214259606e-12       1.339742821544e-14       1.238088021499e-15       1.811375655580e-16      -2.902211061058e-17 
 1859       3.181306615030e-11       1.339257661847e-12      -1.931515831607e-12       1.338338726959e-14       1.235277022145e-15       1.815352290616e-16      -2.897885529706e-17 
 1860       3.178286446460e-11       1.336633049492e-12      -1.943636853283e-12       1.336939824791e-14       1.232473503188e-15       1.819228364004e-16      -2.892725687726e-17 
 1861       3.175356714179e-11       1.333914504991e-12      -1.955570206716e-12       1.335546123742e-14       1.229677438110e-15       1.823004213406e-16      -2.886713712681e-17 
 1862       3.172515822144e-11       1.331102594555e-12      -1.967308745432e-12       1.334157632465e-14       1.226888800146e-15       1.826680179022e-16      -2.879831714103e-17 
 1863       3.169762166436e-11       1.328197887751e-12      -1.978845294366e-12       1.332774359560e-14       1.224107562284e-15       1.830256603596e-16      -2.872061733406e-17 
 1864       3.167094135252e-11       1.325200957505e-12      -1.990172649817e-12       1.331396313578e-14       1.221333697266e-15       1.833733832415e-16      -2.863385743795e-17 
 1865       3.164510108894e-11       1.322112380113e-12      -2.001283579420e-12       1.330023503017e-14       1.218567177585e-15       1.837112213320e-16      -2.853785650185e-17 
 1866       3.162008459758e-11       1.318932735239e-12      -2.012170822103e-12       1.328655936323e-14       1.215807975488e-15       1.840392096703e-16      -2.843243289107e-17 
 1867       3.159587552318e-11       1.315662605921e-12      -2.022827088049e-12       1.327293621892e-14       1.213056062973e-15       1.843573835516e-16      -2.831740428624e-17 
 1868       3.157245743124e-11       1.312302578582e-12      -2.033245058662e-12       1.325936568069e-14       1.210311411789e-15       1.846657785273e-16      -2.819258768243e-17 
 1869       3.154981380782e-11       1.308853243028e-12      -2.043417386529e-12       1.324584783144e-14       1.207573993436e-15       1.849644304053e-16      -2.805779938829e-17 
 1870       3.152792732531e-11       1.305315362031e-12      -2.053337635425e-12       1.323238264654e-14       1.204843781156e-15       1.852533438265e-16      -2.791295216127e-17 
 1871       3.150677763339e-11       1.301690381522e-12      -2.063003108453e-12       1.321896967177e-14       1.202120755912e-15       1.855323977254e-16      -2.775834744637e-17 
 1872       3.148634355054e-11       1.297979924400e-12      -2.072412041965e-12       1.320560834285e-14       1.199404900455e-15       1.858014391302e-16      -2.759438542270e-17 
 1873       3.146660379650e-11       1.294185621330e-12      -2.081562667521e-12       1.319229809220e-14       1.196696197337e-15       1.860603145193e-16      -2.742146807745e-17 
 1874       3.144753699216e-11       1.290309110753e-12      -2.090453211881e-12       1.317903834897e-14       1.193994628910e-15       1.863088698204e-16      -2.723999920834e-17 
 1875       3.142912165944e-11       1.286352038901e-12      -2.099081897003e-12       1.316582853903e-14       1.191300177324e-15       1.865469504098e-16      -2.705038442602e-17 
 1876       3.141133622109e-11       1.282316059799e-12      -2.107446940037e-12       1.315266808496e-14       1.188612824531e-15       1.867744011119e-16      -2.685303115661e-17 
 1877       3.139415900063e-11       1.278202835286e-12      -2.115546553317e-12       1.313955640602e-14       1.185932552281e-15       1.869910661983e-16      -2.664834864409e-17 
 1878       3.137756822216e-11       1.274014035017e-12      -2.123378944362e-12       1.312649291822e-14       1.183259342123e-15       1.871967893873e-16      -2.643674795280e-17 
 1879       3.136154201024e-11       1.269751336478e-12      -2.130942315864e-12       1.311347703421e-14       1.180593175404e-15       1.873914138429e-16      -2.621864196985e-17 
 1880       3.134605838978e-11       1.265416424998e-12      -2.138234865688e-12       1.310050816338e-14       1.177934033271e-15       1.875747821745e-16      -2.599444540764e-17 
 1881       3.133109528587e-11       1.261010993755e-12      -2.145254786864e-12       1.308758571177e-14       1.175281896666e-15       1.877467364361e-16      -2.576457480625e-17 
 1882       3.131663052366e-11       1.256536743792e-12      -2.152000267583e-12       1.307470908211e-14       1.172636746332e-15       1.879071181253e-16      -2.552944853594e-17 
 1883       3.130264182820e-11       1.251995384023e-12      -2.158469491191e-12       1.306187767383e-14       1.169998562807e-15       1.880557681830e-16      -2.528948679960e-17 
 1884       3.128910682437e-11       1.247388631248e-12      -2.164660636185e-12       1.304909088299e-14       1.167367326426e-15       1.881925269926e-16      -2.504511163517e-17 
 1885       3.127600303666e-11       1.242718210160e-12      -2.170571876208e-12       1.303634810236e-14       1.164743017321e-15       1.883172343793e-16      -2.479674691818e-17 
 1886       3.126330788910e-11       1.237985853358e-12      -2.176201380042e-12       1.302364872133e-14       1.162125615420e-15       1.884297296094e-16      -2.454481836408e-17 
 1887       3.125099870508e-11       1.233193301358e-12      -2.181547311603e-12       1.301099212598e-14       1.159515100446e-15       1.885298513894e-16      -2.428975353084e-17 
 1888       3.123905270725e-11       1.228342302601e-12      -2.186607829940e-12       1.299837769903e-14       1.156911451921e-15       1.886174378657e-16      -2.403198182127e-17 
 1889       3.122744701736e-11       1.223434613467e-12      -2.191381089224e-12       1.298580481983e-14       1.154314649157e-15       1.886923266239e-16      -2.377193448560e-17 
 1890       3.121615865613e-11       1.218471998283e-12      -2.195865238746e-12       1.297327286441e-14       1.151724671265e-15       1.887543546875e-16      -2.351004462382e-17 
 1891       3.120516454313e-11       1.213456229337e-12      -2.200058422911e-12       1.296078120540e-14       1.149141497148e-15       1.888033585181e-16      -2.324674718825e-17 
 1892       3.119444149661e-11       1.208389086884e-12      -2.203958781235e-12       1.294832921208e-14       1.146565105506e-15       1.888391740141e-16      -2.298247898589e-17 
 1893       3.118396623340e-11       1.203272359161e-12      -2.207564448337e-12       1.293591625036e-14       1.143995474829e-15       1.888616365101e-16      -2.271767868095e-17 
 1894       3.117371536876e-11       1.198107842396e-12      -2.210873553934e-12       1.292354168277e-14       1.141432583404e-15       1.888705807764e-16      -2.245278679729e-17 
 1895       3.116366541624e-11       1.192897340819e-12      -2.213884222837e-12       1.291120486845e-14       1.138876409309e-15       1.888658410182e-16      -2.218824572085e-17 
 1896       3.115379278755e-11       1.187642666672e-12      -2.216594574948e-12       1.289890516317e-14       1.136326930416e-15       1.888472508749e-16      -2.192449970214e-17 
 1897       3.114407379242e-11       1.182345640221e-12      -2.219002725250e-12       1.288664191929e-14       1.133784124390e-15       1.888146434193e-16      -2.166199485866e-17 
 1898       3.113448463848e-11       1.177008089764e-12      -2.221106783804e-12       1.287441448578e-14       1.131247968686e-15       1.887678511574e-16      -2.140117917741e-17 
 1899       3.112500143110e-11       1.171631851648e-12      -2.222904855746e-12       1.286222220822e-14       1.128718440552e-15       1.887067060270e-16      -2.114250251728e-17 
 1900       3.111560017326e-11       1.166218770270e-12      -2.224395041278e-12       1.285006442877e-14       1.126195517029e-15       1.886310393976e-16      -2.088641661156e-17 
 1901       3.110625676544e-11       1.160770698097e-12      -2.225575435667e-12       1.283794048619e-14       1.123679174947e-15       1.885406820693e-16      -2.063337507037e-17 
 1902       3.109694700545e-11       1.155289495672e-12      -2.226444129237e-12       1.282584971580e-14       1.121169390928e-15       1.884354642724e-16      -2.038383338314e-17 
 1903       3.108764658831e-11       1.149777031625e-12      -2.226999207363e-12       1.281379144953e-14       1.118666141384e-15       1.883152156666e-16      -2.013824892101e-17 
 1904       3.107833110614e-11       1.144235182685e-12      -2.227238750469e-12       1.280176501586e-14       1.116169402517e-15       1.881797653404e-16      -1.989708093937e-17 
 1905       3.106897604795e-11       1.138665833689e-12      -2.227160834021e-12       1.278976973987e-14       1.113679150320e-15       1.880289418102e-16      -1.966079058024e-17 
 1906       3.105955679960e-11       1.133070877595e-12      -2.226763528522e-12       1.277780494317e-14       1.111195360574e-15       1.878625730197e-16      -1.942984087476e-17 
 1907       3.105004864358e-11       1.127452215491e-12      -2.226044899507e-12       1.276586994394e-14       1.108718008851e-15       1.876804863395e-16      -1.920469674567e-17 
 1908       3.104042675894e-11       1.121811756605e-12      -2.225003007537e-12       1.275396405694e-14       1.106247070509e-15       1.874825085659e-16      -1.898582500971e-17 
 1909       3.103066791974e-11       1.116151364151e-12      -2.223636720328e-12       1.274208658552e-14       1.103782522389e-15       1.872685919051e-16      -1.877355768432e-17 
 1910       3.102075560501e-11       1.110472692376e-12      -2.221948155949e-12       1.273023679780e-14       1.101324347902e-15       1.870391929822e-16      -1.856768075689e-17 
 1911       3.101067492771e-11       1.104777348284e-12      -2.219940258344e-12       1.271841395035e-14       1.098872531978e-15       1.867948967358e-16      -1.836784226773e-17 
 1912       3.100041093959e-11       1.099066945698e-12      -2.217615986921e-12       1.270661729606e-14       1.096427059376e-15       1.865362907019e-16      -1.817368871762e-17 
 1913       3.098994863109e-11       1.093343105270e-12      -2.214978316572e-12       1.269484608414e-14       1.093987914687e-15       1.862639650164e-16      -1.798486506575e-17 
 1914       3.097927293125e-11       1.087607454488e-12      -2.212030237697e-12       1.268309956016e-14       1.091555082328e-15       1.859785124189e-16      -1.780101472772e-17 
 1915       3.096836870768e-11       1.081861627688e-12      -2.208774756226e-12       1.267137696597e-14       1.089128546550e-15       1.856805282563e-16      -1.762177957346e-17 
 1916       3.095722076642e-11       1.076107266061e-12      -2.205214893636e-12       1.265967753977e-14       1.086708291429e-15       1.853706104861e-16      -1.744679992520e-17 
 1917       3.094581385192e-11       1.070346017662e-12      -2.201353686980e-12       1.264800051605e-14       1.084294300872e-15       1.850493596797e-16      -1.727571455542e-17 
 1918       3.093413264690e-11       1.064579537419e-12      -2.197194188900e-12       1.263634512560e-14       1.081886558613e-15       1.847173790262e-16      -1.710816068484e-17 
 1919       3.092216177231e-11       1.058809487141e-12      -2.192739467656e-12       1.262471059554e-14       1.079485048215e-15       1.843752743358e-16      -1.694377398032e-17 
 1920       3.090988578725e-11       1.053037535531e-12      -2.187992607143e-12       1.261309614926e-14       1.077089753069e-15       1.840236540430e-16      -1.678218855288e-17 
 1921       3.089728918887e-11       1.047265358190e-12      -2.182956706916e-12       1.260150100643e-14       1.074700656393e-15       1.836631292101e-16      -1.662303695561e-17 
 1922       3.088435641230e-11       1.041494637628e-12      -2.177634882207e-12       1.258992438304e-14       1.072317741232e-15       1.832943135311e-16      -1.646595018165e-17 
 1923       3.087107183058e-11       1.035727063272e-12      -2.172030263951e-12       1.257836549134e-14       1.069940990459e-15       1.829178233345e-16      -1.631055766214e-17 
 1924       3.085741975456e-11       1.029964331479e-12      -2.166145998806e-12       1.256682353984e-14       1.067570386774e-15       1.825342775873e-16      -1.615648726419e-17 
 1925       3.084338443284e-11       1.024208145537e-12      -2.159985249173e-12       1.255529773334e-14       1.065205912701e-15       1.821442978981e-16      -1.600336528883e-17 
 1926       3.082895005167e-11       1.018460215684e-12      -2.153551193220e-12       1.254378727291e-14       1.062847550595e-15       1.817485085209e-16      -1.585081646894e-17 
 1927       3.081410073490e-11       1.012722259107e-12      -2.146847024902e-12       1.253229135586e-14       1.060495282631e-15       1.813475363582e-16      -1.569846396726e-17 
 1928       3.079882054388e-11       1.006995999958e-12      -2.139875953985e-12       1.252080917577e-14       1.058149090814e-15       1.809420109647e-16      -1.554592937431e-17 
 1929       3.078309347736e-11       1.001283169360e-12      -2.132641206063e-12       1.250933992245e-14       1.055808956973e-15       1.805325645507e-16      -1.539283270636e-17 
 1930       3.076690347146e-11       9.955855054160e-13      -2.125146022583e-12       1.249788278197e-14       1.053474862761e-15       1.801198319854e-16      -1.523879240338e-17 
 1931       3.075023439954e-11       9.899047532190e-13      -2.117393660868e-12       1.248643693663e-14       1.051146789658e-15       1.797044508007e-16      -1.508342532701e-17 
 1932       3.073307007218e-11       9.842426648598e-13      -2.109387394134e-12       1.247500156498e-14       1.048824718967e-15       1.792870611944e-16      -1.492634675850e-17 
 1933       3.071539423701e-11       9.786009994367e-13      -2.101130511514e-12       1.246357584178e-14       1.046508631815e-15       1.788683060336e-16      -1.476717039669e-17 
 1934       3.069719057874e-11       9.729815230639e-13      -2.092626318082e-12       1.245215893803e-14       1.044198509154e-15       1.784488308583e-16      -1.460550835595e-17 
 1935       3.067844271899e-11       9.673860088808e-13      -2.083878134870e-12       1.244075002092e-14       1.041894331759e-15       1.780292838850e-16      -1.444097116415e-17 
 1936       3.065913421625e-11       9.618162370611e-13      -2.074889298892e-12       1.242934825389e-14       1.039596080228e-15       1.776103160099e-16      -1.427316776059e-17 
 1937       3.063924856580e-11       9.562739948210e-13      -2.065663163167e-12       1.241795279656e-14       1.037303734984e-15       1.771925808125e-16      -1.410170549400e-17 
 1938       3.061876919963e-11       9.507610764290e-13      -2.056203096736e-12       1.240656280477e-14       1.035017276270e-15       1.767767345587e-16      -1.392619012047e-17 
 1939       3.059767948635e-11       9.452792832142e-13      -2.046512484689e-12       1.239517743054e-14       1.032736684155e-15       1.763634362051e-16      -1.374622580139e-17 
 1940       3.057596273112e-11       9.398304235756e-13      -2.036594728183e-12       1.238379582212e-14       1.030461938526e-15       1.759533474016e-16      -1.356141510148e-17 
 1941       3.055360217555e-11       9.344163129909e-13      -2.026453244465e-12       1.237241712390e-14       1.028193019096e-15       1.755471324951e-16      -1.337135898665e-17 
 1942       3.053058099765e-11       9.290387740255e-13      -2.016091466894e-12       1.236104047648e-14       1.025929905398e-15       1.751454585333e-16      -1.317565682202e-17 
 1943       3.050688231175e-11       9.236996363412e-13      -2.005512844958e-12       1.234966501664e-14       1.023672576787e-15       1.747489952678e-16      -1.297390636987e-17 
 1944       3.048248916839e-11       9.184007367056e-13      -1.994720844305e-12       1.233828987731e-14       1.021421012437e-15       1.743584151576e-16      -1.276570378760e-17 
 1945       3.045738455426e-11       9.131439190005e-13      -1.983718946755e-12       1.232691418763e-14       1.019175191346e-15       1.739743933727e-16      -1.255064362565e-17 
 1946       3.043155139211e-11       9.079310342313e-13      -1.972510650327e-12       1.231553707284e-14       1.016935092330e-15       1.735976077975e-16      -1.232831882550e-17 
 1947       3.040497254070e-11       9.027639405356e-13      -1.961099469258e-12       1.230415765440e-14       1.014700694028e-15       1.732287390342e-16      -1.209832071761e-17 
 1948       3.037763346558e-11       8.976443033981e-13      -1.949489181756e-12       1.229277512369e-14       1.012471976341e-15       1.728682541368e-16      -1.186037846676e-17 
 1949       3.034953027360e-11       8.925729946357e-13      -1.937684575240e-12       1.228138896406e-14       1.010248924778e-15       1.725157560303e-16      -1.161477855740e-17 
 1950       3.032066173865e-11       8.875506889148e-13      -1.925690706741e-12       1.226999873047e-14       1.008031526145e-15       1.721706292105e-16      -1.136194845593e-17 
 1951       3.029102663620e-11       8.825780631377e-13      -1.913512655709e-12       1.225860397586e-14       1.005819767103e-15       1.718322555662e-16      -1.110231745182e-17 
 1952       3.026062374332e-11       8.776557964456e-13      -1.901155524046e-12       1.224720425109e-14       1.003613634167e-15       1.715000143760e-16      -1.083631665995e-17 
 1953       3.022945183871e-11       8.727845702211e-13      -1.888624436133e-12       1.223579910500e-14       1.001413113707e-15       1.711732823047e-16      -1.056437902297e-17 
 1954       3.019750970266e-11       8.679650680910e-13      -1.875924538858e-12       1.222438808437e-14       9.992181919453e-16       1.708514334001e-16      -1.028693931373e-17 
 1955       3.016479611710e-11       8.631979759285e-13      -1.863061001650e-12       1.221297073394e-14       9.970288549608e-16       1.705338390897e-16      -1.000443413755e-17 
 1956       3.013130986558e-11       8.584839818563e-13      -1.850039016504e-12       1.220154659638e-14       9.948450886846e-16       1.702198681771e-16      -9.717301934654e-18 
 1957       3.009704973326e-11       8.538237762488e-13      -1.836863798011e-12       1.219011521231e-14       9.926668789014e-16       1.699088868387e-16      -9.425982982520e-18 
 1958       3.006201450695e-11       8.492180517353e-13      -1.823540583391e-12       1.217867612028e-14       9.904942112491e-16       1.696002586203e-16      -9.130919398229e-18 
 1959       3.002620297509e-11       8.446675032018e-13      -1.810074632517e-12       1.216722885678e-14       9.883270712188e-16       1.692933444340e-16      -8.832555140841e-18 
 1960       2.998961392778e-11       8.401728277944e-13      -1.796471227950e-12       1.215577295624e-14       9.861654441542e-16       1.689875025543e-16      -8.531336013762e-18 
 1961       2.995224615675e-11       8.357347249214e-13      -1.782735674964e-12       1.214430795102e-14       9.840093152516e-16       1.686820886152e-16      -8.227709667102e-18 
